provider,model_id,modalities,best_at,free_quota,rate_limits,base_url,endpoint,api_style,authentication,catalog_url,quota_source_url,verified_on,notes
Groq,openai/gpt-oss-120b,text to text,Reasoning; coding; tool calling,No charge within free-plan limits,30 RPM; 1000 RPD; 8K TPM; 200K TPD,https://api.groq.com/openai/v1,/chat/completions,OpenAI-compatible,Bearer GROQ_API_KEY,https://console.groq.com/docs/models,https://console.groq.com/docs/rate-limits,2026-06-27,Organization-scoped
Groq,openai/gpt-oss-20b,text to text,Fast reasoning; coding; tool calling,No charge within free-plan limits,30 RPM; 1000 RPD; 8K TPM; 200K TPD,https://api.groq.com/openai/v1,/chat/completions,OpenAI-compatible,Bearer GROQ_API_KEY,https://console.groq.com/docs/models,https://console.groq.com/docs/rate-limits,2026-06-27,Organization-scoped
Groq,qwen/qwen3-32b,text to text,Reasoning; multilingual work; math; coding,No charge within free-plan limits,60 RPM; 1000 RPD; 6K TPM; 500K TPD,https://api.groq.com/openai/v1,/chat/completions,OpenAI-compatible,Bearer GROQ_API_KEY,https://console.groq.com/docs/models,https://console.groq.com/docs/rate-limits,2026-06-27,Organization-scoped
Groq,qwen/qwen3.6-27b,text to text,General reasoning; agents; coding,No charge within free-plan limits,30 RPM; 1000 RPD; 8K TPM; 200K TPD,https://api.groq.com/openai/v1,/chat/completions,OpenAI-compatible,Bearer GROQ_API_KEY,https://console.groq.com/docs/models,https://console.groq.com/docs/rate-limits,2026-06-27,Organization-scoped
Groq,whisper-large-v3,audio to text,High-quality multilingual transcription,No charge within free-plan limits,20 RPM; 2000 RPD; 7200 sec/hour; 28800 sec/day,https://api.groq.com/openai/v1,/audio/transcriptions,OpenAI-compatible multipart,Bearer GROQ_API_KEY,https://console.groq.com/docs/speech-to-text,https://console.groq.com/docs/rate-limits,2026-06-27,Organization-scoped
Groq,whisper-large-v3-turbo,audio to text,Fast multilingual transcription,No charge within free-plan limits,20 RPM; 2000 RPD; 7200 sec/hour; 28800 sec/day,https://api.groq.com/openai/v1,/audio/transcriptions,OpenAI-compatible multipart,Bearer GROQ_API_KEY,https://console.groq.com/docs/speech-to-text,https://console.groq.com/docs/rate-limits,2026-06-27,Organization-scoped
Cerebras Inference,gpt-oss-120b,text to text,Very fast reasoning; coding; tools,1M tokens/day,30 RPM; 14400 RPD; 64K TPM; 1M TPD,https://api.cerebras.ai/v1,/chat/completions,OpenAI-compatible,Bearer CEREBRAS_API_KEY,https://inference-docs.cerebras.ai/models/overview,https://inference-docs.cerebras.ai/support/rate-limits,2026-06-27,Token-bucket limits
Cerebras Inference,llama3.1-8b,text to text,Ultra-fast chat; extraction; classification,1M tokens/day,30 RPM; 14400 RPD; 60K TPM; 1M TPD,https://api.cerebras.ai/v1,/chat/completions,OpenAI-compatible,Bearer CEREBRAS_API_KEY,https://inference-docs.cerebras.ai/models/overview,https://inference-docs.cerebras.ai/support/rate-limits,2026-06-27,Token-bucket limits
Cerebras Inference,qwen-3-235b-a22b-instruct-2507,text to text,Large open reasoning; math; coding,1M tokens/day,30 RPM; 14400 RPD; 60K TPM; 1M TPD,https://api.cerebras.ai/v1,/chat/completions,OpenAI-compatible,Bearer CEREBRAS_API_KEY,https://inference-docs.cerebras.ai/models/overview,https://inference-docs.cerebras.ai/support/rate-limits,2026-06-27,Token-bucket limits
Cerebras Inference,zai-glm-4.7,text to text,Reasoning; multilingual work; coding,1M tokens/day,10 RPM; 100 RPD; 60K TPM; 1M TPD,https://api.cerebras.ai/v1,/chat/completions,OpenAI-compatible,Bearer CEREBRAS_API_KEY,https://inference-docs.cerebras.ai/models/overview,https://inference-docs.cerebras.ai/support/rate-limits,2026-06-27,Token-bucket limits
SambaNova Cloud,DeepSeek-V3.1,text to text,Reasoning; coding; agents,200K tokens/day,20 RPM; 20 RPD; 200K TPD,https://api.sambanova.ai/v1,/chat/completions,OpenAI-compatible,Bearer SAMBANOVA_API_KEY,https://docs.sambanova.ai/docs/en/models/sambacloud-models,https://docs.sambanova.ai/docs/en/models/rate-limits,2026-06-27,No payment method; RPD is restrictive
SambaNova Cloud,Meta-Llama-3.3-70B-Instruct,text to text,General chat; multilingual generation,200K tokens/day,20 RPM; 20 RPD; 200K TPD,https://api.sambanova.ai/v1,/chat/completions,OpenAI-compatible,Bearer SAMBANOVA_API_KEY,https://docs.sambanova.ai/docs/en/models/sambacloud-models,https://docs.sambanova.ai/docs/en/models/rate-limits,2026-06-27,No payment method; RPD is restrictive
SambaNova Cloud,gpt-oss-120b,text to text,Reasoning; coding; tool calling,200K tokens/day,20 RPM; 20 RPD; 200K TPD,https://api.sambanova.ai/v1,/chat/completions,OpenAI-compatible,Bearer SAMBANOVA_API_KEY,https://docs.sambanova.ai/docs/en/models/sambacloud-models,https://docs.sambanova.ai/docs/en/models/rate-limits,2026-06-27,No payment method; RPD is restrictive
SambaNova Cloud,DeepSeek-V3.2,text to text,Preview reasoning; coding; agents,200K tokens/day,20 RPM; 20 RPD; 200K TPD,https://api.sambanova.ai/v1,/chat/completions,OpenAI-compatible,Bearer SAMBANOVA_API_KEY,https://docs.sambanova.ai/docs/en/models/sambacloud-models,https://docs.sambanova.ai/docs/en/models/rate-limits,2026-06-27,Preview; not for production
SambaNova Cloud,gemma-4-31B-it,text/image to text,Multimodal instruction following,200K tokens/day,20 RPM; 20 RPD; 200K TPD,https://api.sambanova.ai/v1,/chat/completions,OpenAI-compatible,Bearer SAMBANOVA_API_KEY,https://docs.sambanova.ai/docs/en/models/sambacloud-models,https://docs.sambanova.ai/docs/en/models/rate-limits,2026-06-27,Preview; not for production
OpenRouter,openrouter/free,text/image to text,Zero-cost experimentation with automatic routing,50 RPD before $10 purchased credits; 1000 RPD after,20 RPM,https://openrouter.ai/api/v1,/chat/completions,OpenAI-compatible,Bearer OPENROUTER_API_KEY,https://openrouter.ai/models?max_price=0,https://openrouter.ai/docs/api/reference/limits,2026-06-27,Random eligible free model; best effort
OpenRouter,cohere/north-mini-code:free,text to text,Agentic software engineering; terminal agents,Shared OpenRouter free-model daily pool,20 RPM; 50 or 1000 RPD depending on purchased credits,https://openrouter.ai/api/v1,/chat/completions,OpenAI-compatible,Bearer OPENROUTER_API_KEY,https://openrouter.ai/api/v1/models,https://openrouter.ai/docs/api/reference/limits,2026-06-27,256K context; availability can change
OpenRouter,nvidia/nemotron-3-ultra-550b-a55b:free,text to text,Open reasoning; orchestration; long-context agents,Shared OpenRouter free-model daily pool,20 RPM; 50 or 1000 RPD depending on purchased credits,https://openrouter.ai/api/v1,/chat/completions,OpenAI-compatible,Bearer OPENROUTER_API_KEY,https://openrouter.ai/api/v1/models,https://openrouter.ai/docs/api/reference/limits,2026-06-27,Best-effort availability
OpenRouter,google/gemma-4-31b-it:free,text/image to text,Multimodal chat; visual understanding,Shared OpenRouter free-model daily pool,20 RPM; 50 or 1000 RPD depending on purchased credits,https://openrouter.ai/api/v1,/chat/completions,OpenAI-compatible,Bearer OPENROUTER_API_KEY,https://openrouter.ai/api/v1/models,https://openrouter.ai/docs/api/reference/limits,2026-06-27,Best-effort availability
OpenRouter,meta-llama/llama-3.3-70b-instruct:free,text to text,General multilingual chat,Shared OpenRouter free-model daily pool,20 RPM; 50 or 1000 RPD depending on purchased credits,https://openrouter.ai/api/v1,/chat/completions,OpenAI-compatible,Bearer OPENROUTER_API_KEY,https://openrouter.ai/api/v1/models,https://openrouter.ai/docs/api/reference/limits,2026-06-27,Best-effort availability
GitHub Models,openai/gpt-4.1-mini,text/image/audio to text,Coding; tool calling; instruction following,150 RPD on Copilot Free,15 RPM; 150 RPD; 8K input; 4K output; 5 concurrent,https://models.github.ai,/inference/chat/completions,OpenAI-compatible,GitHub PAT with models:read,https://models.github.ai/catalog/models,https://docs.github.com/en/github-models/use-github-models/prototyping-with-ai-models,2026-06-28,Low tier; live API call verified
GitHub Models,openai/gpt-4.1-nano,text/image/audio to text,Fast tool calls; extraction; lightweight coding,150 RPD on Copilot Free,15 RPM; 150 RPD; 8K input; 4K output; 5 concurrent,https://models.github.ai,/inference/chat/completions,OpenAI-compatible,GitHub PAT with models:read,https://models.github.ai/catalog/models,https://docs.github.com/en/github-models/use-github-models/prototyping-with-ai-models,2026-06-28,Low tier
GitHub Models,mistral-ai/mistral-medium-2505,text to text,Coding; multilingual reasoning; tools,150 RPD on Copilot Free,15 RPM; 150 RPD; 8K input; 4K output; 5 concurrent,https://models.github.ai,/inference/chat/completions,OpenAI-compatible,GitHub PAT with models:read,https://models.github.ai/catalog/models,https://docs.github.com/en/github-models/use-github-models/prototyping-with-ai-models,2026-06-28,Low tier
GitHub Models,mistral-ai/mistral-small-2503,text/image to text,Fast coding; tool use; vision,150 RPD on Copilot Free,15 RPM; 150 RPD; 8K input; 4K output; 5 concurrent,https://models.github.ai,/inference/chat/completions,OpenAI-compatible,GitHub PAT with models:read,https://models.github.ai/catalog/models,https://docs.github.com/en/github-models/use-github-models/prototyping-with-ai-models,2026-06-28,Low tier
GitHub Models,openai/gpt-4.1,text/image/audio to text,Complex coding; long-context reasoning; tools,50 RPD on Copilot Free,10 RPM; 50 RPD; 8K input; 4K output; 2 concurrent,https://models.github.ai,/inference/chat/completions,OpenAI-compatible,GitHub PAT with models:read,https://models.github.ai/catalog/models,https://docs.github.com/en/github-models/use-github-models/prototyping-with-ai-models,2026-06-28,High tier
GitHub Models,meta/llama-4-scout-17b-16e-instruct,text/image to text,Long-context multimodal reasoning; tools,50 RPD on Copilot Free,10 RPM; 50 RPD; 8K input; 4K output; 2 concurrent,https://models.github.ai,/inference/chat/completions,OpenAI-compatible,GitHub PAT with models:read,https://models.github.ai/catalog/models,https://docs.github.com/en/github-models/use-github-models/prototyping-with-ai-models,2026-06-28,High tier
GitHub Models,deepseek/deepseek-r1,text to text,Hard reasoning; math; code diagnosis,8 RPD on Copilot Free,1 RPM; 8 RPD; 4K input; 4K output; 1 concurrent,https://models.github.ai,/inference/chat/completions,OpenAI-compatible,GitHub PAT with models:read,https://models.github.ai/catalog/models,https://docs.github.com/en/github-models/use-github-models/prototyping-with-ai-models,2026-06-28,Custom tier
Cloudflare Workers AI,@cf/meta/llama-3.2-3b-instruct,text to text,Compact chat; extraction; summarization,Shared 10000 neurons/day,Resets 00:00 UTC,https://api.cloudflare.com/client/v4/accounts/{ACCOUNT_ID}/ai/run,/@cf/meta/llama-3.2-3b-instruct,Cloudflare REST,Bearer API_TOKEN,https://developers.cloudflare.com/workers-ai/models/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-06-27,Compute-based free allocation
Cloudflare Workers AI,@cf/baai/bge-m3,text to vector,Multilingual embeddings for RAG,Shared 10000 neurons/day,Resets 00:00 UTC,https://api.cloudflare.com/client/v4/accounts/{ACCOUNT_ID}/ai/run,/@cf/baai/bge-m3,Cloudflare REST,Bearer API_TOKEN,https://developers.cloudflare.com/workers-ai/models/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-06-27,1075 neurons per million input tokens
Cloudflare Workers AI,@cf/black-forest-labs/flux-1-schnell,text to image,Fast image generation,Shared 10000 neurons/day,Resets 00:00 UTC,https://api.cloudflare.com/client/v4/accounts/{ACCOUNT_ID}/ai/run,/@cf/black-forest-labs/flux-1-schnell,Cloudflare REST,Bearer API_TOKEN,https://developers.cloudflare.com/workers-ai/models/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-06-27,Usage depends on tiles and steps
Cloudflare Workers AI,@cf/openai/whisper-large-v3-turbo,audio to text,Fast multilingual transcription,Shared 10000 neurons/day,Resets 00:00 UTC,https://api.cloudflare.com/client/v4/accounts/{ACCOUNT_ID}/ai/run,/@cf/openai/whisper-large-v3-turbo,Cloudflare REST,Bearer API_TOKEN,https://developers.cloudflare.com/workers-ai/models/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-06-27,46.63 neurons per audio minute
Mistral AI Studio,mistral-large-latest,text/image to text,Complex reasoning; multilingual agents,Limited free evaluation usage,Account-specific RPS/TPM/tokens-month in Admin Limits,https://api.mistral.ai/v1,/chat/completions,Mistral REST,Bearer MISTRAL_API_KEY,https://docs.mistral.ai/getting-started/models/models_overview/,https://docs.mistral.ai/admin/user-management-finops/tier,2026-06-27,No stable public numeric free quota
Mistral AI Studio,codestral-latest,text to text,Code generation; completion; explanation,Limited free evaluation usage,Account-specific RPS/TPM/tokens-month in Admin Limits,https://api.mistral.ai/v1,/chat/completions,Mistral REST,Bearer MISTRAL_API_KEY,https://docs.mistral.ai/getting-started/models/models_overview/,https://docs.mistral.ai/admin/user-management-finops/tier,2026-06-27,No stable public numeric free quota
Mistral AI Studio,devstral-latest,text to text,Agentic software engineering,Limited free evaluation usage,Account-specific RPS/TPM/tokens-month in Admin Limits,https://api.mistral.ai/v1,/chat/completions,Mistral REST,Bearer MISTRAL_API_KEY,https://docs.mistral.ai/getting-started/models/models_overview/,https://docs.mistral.ai/admin/user-management-finops/tier,2026-06-27,No stable public numeric free quota
Cohere,north-mini-code-1-0,text to text,Agentic coding; terminal agents,1000 calls/month across trial-key endpoints,Chat 20 RPM,https://api.cohere.com,/v2/chat,Cohere REST,Bearer COHERE_API_KEY,https://docs.cohere.com/v2/docs/models,https://docs.cohere.com/v2/docs/rate-limits,2026-06-27,Free evaluation key
Cohere,command-a-03-2025,text to text,Enterprise RAG; agents; multilingual tools,1000 calls/month across trial-key endpoints,Chat 20 RPM,https://api.cohere.com,/v2/chat,Cohere REST,Bearer COHERE_API_KEY,https://docs.cohere.com/v2/docs/models,https://docs.cohere.com/v2/docs/rate-limits,2026-06-27,Free evaluation key
Cohere,embed-v4.0,text/image to vector,Multimodal semantic search and RAG,1000 calls/month across trial-key endpoints,Text embed 100 RPM; image embed 5 RPM,https://api.cohere.com,/v2/embed,Cohere REST,Bearer COHERE_API_KEY,https://docs.cohere.com/v2/docs/models,https://docs.cohere.com/v2/docs/rate-limits,2026-06-27,Free evaluation key
Cohere,rerank-v4.0-pro,text pairs to scores,High-quality reranking for search and RAG,1000 calls/month across trial-key endpoints,Rerank 10 RPM,https://api.cohere.com,/v2/rerank,Cohere REST,Bearer COHERE_API_KEY,https://docs.cohere.com/v2/docs/models,https://docs.cohere.com/v2/docs/rate-limits,2026-06-27,Free evaluation key
Hugging Face Inference Providers,openai/gpt-oss-120b,text to text,Open reasoning and tool calling,$0.10 recurring monthly credit for free users,Provider/model-specific; inspect response metadata,https://router.huggingface.co/v1,/chat/completions,OpenAI-compatible,Bearer HF_TOKEN,https://router.huggingface.co/v1/models,https://huggingface.co/docs/inference-providers/en/pricing,2026-06-27,Use provider suffix or automatic routing
Hugging Face Inference Providers,Qwen/Qwen3-Coder-480B-A35B-Instruct,text to text,Large-scale coding agents,$0.10 recurring monthly credit for free users,Provider/model-specific; inspect response metadata,https://router.huggingface.co/v1,/chat/completions,OpenAI-compatible,Bearer HF_TOKEN,https://router.huggingface.co/v1/models,https://huggingface.co/docs/inference-providers/en/pricing,2026-06-27,Availability and cost depend on provider
Hugging Face Inference Providers,deepseek-ai/DeepSeek-R1,text to text,Deep reasoning; math; coding,$0.10 recurring monthly credit for free users,Provider/model-specific; inspect response metadata,https://router.huggingface.co/v1,/chat/completions,OpenAI-compatible,Bearer HF_TOKEN,https://router.huggingface.co/v1/models,https://huggingface.co/docs/inference-providers/en/pricing,2026-06-27,Availability and cost depend on provider
NVIDIA API Catalog,catalog model IDs,model-dependent,Prototype optimized NVIDIA and third-party models,Free developer-program prototyping; no public numeric quota,Model/account-specific,https://integrate.api.nvidia.com,/v1/chat/completions,OpenAI-compatible for LLMs,Bearer NVIDIA_API_KEY,https://build.nvidia.com/explore/discover,https://docs.api.nvidia.com/nim/docs/product,2026-06-27,Not for production without enterprise license
Fireworks AI,serverless catalog model IDs,model-dependent,Trial fast serverless open models,One-time signup credits; amount not stably published,Adaptive; starts 3.6M prompt TPM; 900K uncached TPM; 36K output TPM,https://api.fireworks.ai/inference/v1,/chat/completions,OpenAI-compatible,Bearer FIREWORKS_API_KEY,https://fireworks.ai/models,https://docs.fireworks.ai/faq-new/billing-pricing/how-much-does-fireworks-cost,2026-06-27,Trial credits are not recurring
BlockRun Free,nvidia/qwen3-coder-480b,text to text,Large-scale coding agents; repository implementation; tool use,Free with no key; wallet; or signup,Upstream NVIDIA free quota; numeric limits not published,https://blockrun.ai/api/v1,/chat/completions,OpenAI-compatible,None,https://blockrun.ai/free-qwen,https://blockrun.ai/free,2026-06-27,128 KB request body cap; prompts may be used for NVIDIA service improvement
BlockRun Free,nvidia/qwen3-next-80b-a3b-thinking,text to text,Fast reasoning; coding; planning,Free with no key; wallet; or signup,Upstream NVIDIA free quota; numeric limits not published,https://blockrun.ai/api/v1,/chat/completions,OpenAI-compatible,None,https://blockrun.ai/free-qwen,https://blockrun.ai/free,2026-06-27,131K context; upstream capacity is best effort
BlockRun Free,nvidia/qwen3-next-80b-a3b-instruct,text to text,Fast general reasoning; coding; instruction following,Free with no key; wallet; or signup,Upstream NVIDIA free quota; numeric limits not published,https://blockrun.ai/api/v1,/chat/completions,OpenAI-compatible,None,https://blockrun.ai/free-deepseek,https://blockrun.ai/free,2026-06-27,262K context; 128 KB request body cap
BlockRun Free,nvidia/llama-4-maverick,text to text,General reasoning; coding; long-context generation,Free with no key; wallet; or signup,Upstream NVIDIA free quota; numeric limits not published,https://blockrun.ai/api/v1,/chat/completions,OpenAI-compatible,None,https://blockrun.ai/free-llama,https://blockrun.ai/free,2026-06-27,131K context; upstream capacity is best effort
BlockRun Free,nvidia/mistral-large-3-675b,text to text,Flagship reasoning; coding; multilingual work,Free with no key; wallet; or signup,Upstream NVIDIA free quota; numeric limits not published,https://blockrun.ai/api/v1,/chat/completions,OpenAI-compatible,None,https://blockrun.ai/free-mistral,https://blockrun.ai/free,2026-06-27,131K context; upstream capacity is best effort
BlockRun Free,nvidia/mistral-nemotron,text to text,Fast coding; tool calling; high-volume chat,Free with no key; wallet; or signup,Upstream NVIDIA free quota; numeric limits not published,https://blockrun.ai/api/v1,/chat/completions,OpenAI-compatible,None,https://blockrun.ai/free-mistral,https://blockrun.ai/free,2026-06-27,131K context; supports OpenAI-compatible tool calls
BlockRun Free,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning,text/image/video/audio to text,Multimodal reasoning; vision; document analysis,Free with no key; wallet; or signup,Upstream NVIDIA free quota; numeric limits not published,https://blockrun.ai/api/v1,/chat/completions,OpenAI-compatible,None,https://blockrun.ai/free-nemotron,https://blockrun.ai/free,2026-06-27,256K context; 128 KB request body cap
BlockRun Free,nvidia/nemotron-super-49b,text to text,Reasoning; coding,Free with no key; wallet; or signup,Upstream NVIDIA free quota; numeric limits not published,https://blockrun.ai/api/v1,/chat/completions,OpenAI-compatible,None,https://blockrun.ai/free-nemotron,https://blockrun.ai/free,2026-06-27,131K context; direct model ID
BlockRun Free,nvidia/nemotron-3-super-120b,text to text,Hard multi-step reasoning; coding,Free with no key; wallet; or signup,Upstream NVIDIA free quota; numeric limits not published,https://blockrun.ai/api/v1,/chat/completions,OpenAI-compatible,None,https://blockrun.ai/free-deepseek,https://blockrun.ai/free,2026-06-27,131K context; upstream capacity is best effort
BlockRun Free,nvidia/gpt-oss-120b,text to text,Reasoning; coding; tool calling,Free with no key; wallet; or signup,Upstream NVIDIA free quota; numeric limits not published,https://blockrun.ai/api/v1,/chat/completions,OpenAI-compatible,None,https://blockrun.ai/free-gpt-oss,https://blockrun.ai/free,2026-06-27,128K context; hidden from public model catalog but directly callable
BlockRun Free,nvidia/gpt-oss-20b,text to text,Fast coding; lightweight reasoning; tool calling,Free with no key; wallet; or signup,Upstream NVIDIA free quota; numeric limits not published,https://blockrun.ai/api/v1,/chat/completions,OpenAI-compatible,None,https://blockrun.ai/free-gpt-oss,https://blockrun.ai/free,2026-06-27,128K context; hidden from public model catalog but directly callable
Pollinations.AI,openai-fast,text to text,Fast reasoning; coding; native tool calls,Anonymous free access; free registration raises limits,4 RPM anonymous; 12 RPM registered,https://text.pollinations.ai,/openai,OpenAI-compatible,Optional Pollinations bearer token,https://text.pollinations.ai/models,https://github.com/pollinations/pollinations/blob/master/APIDOCS.md,2026-06-28,Anonymous pool is one request every 15 seconds; live API call verified
Vercel AI Gateway,openai/gpt-oss-20b,text to text,Low-cost reasoning; tools; fast coding,$5 credit every 30 days on free account,No Vercel RPM cap; upstream limits apply,https://ai-gateway.vercel.sh/v1,/chat/completions,OpenAI-compatible,AI Gateway API key,https://ai-gateway.vercel.sh/v1/models,https://vercel.com/docs/ai-gateway/pricing,2026-06-28,Shared monthly credit pool; 131K context; 8K max output
Vercel AI Gateway,openai/gpt-oss-120b,text to text,Reasoning; coding; tool calling,$5 credit every 30 days on free account,No Vercel RPM cap; upstream limits apply,https://ai-gateway.vercel.sh/v1,/chat/completions,OpenAI-compatible,AI Gateway API key,https://ai-gateway.vercel.sh/v1/models,https://vercel.com/docs/ai-gateway/pricing,2026-06-28,Shared monthly credit pool; 131K context
Vercel AI Gateway,alibaba/qwen3-coder-next,text to text,Agentic coding; repository changes; tool use,$5 credit every 30 days on free account,No Vercel RPM cap; upstream limits apply,https://ai-gateway.vercel.sh/v1,/chat/completions,OpenAI-compatible,AI Gateway API key,https://ai-gateway.vercel.sh/v1/models,https://vercel.com/docs/ai-gateway/pricing,2026-06-28,Shared monthly credit pool; 256K context
Vercel AI Gateway,deepseek/deepseek-v3.2,text to text,Coding; tool use; general reasoning,$5 credit every 30 days on free account,No Vercel RPM cap; upstream limits apply,https://ai-gateway.vercel.sh/v1,/chat/completions,OpenAI-compatible,AI Gateway API key,https://ai-gateway.vercel.sh/v1/models,https://vercel.com/docs/ai-gateway/pricing,2026-06-28,Shared monthly credit pool; 128K context; 8K max output
ModelScope API-Inference,Qwen/Qwen3.5-35B-A3B,text/image to text,Multimodal reasoning; coding; instruction following,Free registered developer access,20 RPD documented model quota; dynamic concurrency,https://api-inference.modelscope.cn/v1,/chat/completions,OpenAI-compatible,ModelScope access token,https://modelscope.cn/docs/model-service/API-Inference/intro,https://modelscope.cn/docs/model-service/API-Inference/limits,2026-06-28,Requires Alibaba Cloud account binding and real-name verification; no SLA
Speka,meta/llama-3.1-8b-instruct,text to text,Cheap high-volume chat; extraction,$1 usage included monthly on free plan,10 RPM,https://speka.me/v1,/chat/completions,OpenAI-compatible,Speka API key,https://speka.me/models,https://speka.me/pricing,2026-06-28,No card required; shared monthly credit pool
Speka,openai/gpt-oss-120b,text to text,Coding; reasoning; tool calling,$1 usage included monthly on free plan,10 RPM,https://speka.me/v1,/chat/completions,OpenAI-compatible,Speka API key,https://speka.me/models,https://speka.me/pricing,2026-06-28,No card required; shared monthly credit pool
Speka,deepseek-ai/deepseek-v4-flash,text to text,Fast reasoning; coding,$1 usage included monthly on free plan,10 RPM,https://speka.me/v1,/chat/completions,OpenAI-compatible,Speka API key,https://speka.me/models,https://speka.me/pricing,2026-06-28,No card required; shared monthly credit pool
Speka,mistralai/mistral-large-3-675b-instruct-2512,text to text,Flagship coding; multilingual reasoning,$1 usage included monthly on free plan,10 RPM,https://speka.me/v1,/chat/completions,OpenAI-compatible,Speka API key,https://speka.me/models,https://speka.me/pricing,2026-06-28,No card required; shared monthly credit pool
Scaleway Generative APIs,qwen3.6-35b-a3b,text/image to text,Agentic coding; vision; multilingual reasoning,"1,000,000 tokens for each new customer",Organization limits; payment method required,https://api.scaleway.ai/v1,/chat/completions,OpenAI-compatible,Scaleway secret key,https://www.scaleway.com/en/docs/generative-apis/reference-content/supported-models/,https://www.scaleway.com/en/docs/generative-apis/faq/,2026-06-28,Shared new-customer free tier across Generative APIs
